run_id,instance_id,repo,controller,execution_mode,execute_status,success,final_target_test_pass,catastrophic_failure,test_runs,verification_events,search_count,read_count,patch_attempts,patch_apply_successes,fallback_events,post_error_extra_work,best_problem_reduction,final_problem_reduction,model_calls,prompt_tokens,completion_tokens,total_tokens,latency_seconds,tool_calls,context_files,context_bytes,files_changed,lines_changed,failed_verification_jobs,recovery_attempts,expected_choice,predicted_choice,route,workload_risk,quality_risk,notes,source_result_csv
lmstudio_executable_context_gate,exec_duplicate_last_wins,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,1,254,215,469,11.5176,0,1,620,1,6,1,0,A,C,minimal_context,high,high,"{""parsed"": {""choice"": ""C"", ""confidence"": 0.95, ""reason"": ""The issue states the map builder keeps the 'wrong duplicate record'. The original code uses `setdefault`, which keeps the first occurrence of a key. If the 'wrong' record is the second one (e.g., due to later data overwriting earlier data in a specific context not fully described but implied by the need for a fix), or if the logic requires explicit tracking to ensure the first one is kept regardless of dictionary behavior in edge cases, Candidate C is the most robust fix. It explicitly tracks seen IDs using a set and only adds the record if the ID hasn't been seen, guaranteeing the first occurrence is kept. Candidate A overwrites duplicates (keeping the last), which might be the opposite of the desired behavior if the original kept the first. Candidate B sorts the input, which changes the order and might not be desired. Candidate D returns the list, which doesn't solve the 'map builder' requirement.""}}",exp/results/emse_runtime/lmstudio_executable_context_gate_v1/runtime_task_results.csv
lmstudio_executable_context_gate,exec_duplicate_last_wins,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,1106,361,1467,25.3157,0,1,731,1,5,0,0,A,A,full_context,high,low,"{""diagnosis"": {""diagnosis"": ""The buggy code uses `setdefault`, which only updates a key if it is missing. Since the input contains duplicate IDs (id: 1 appears twice), the second occurrence ('v': 'new') overwrites the first ('v': 'old') in the dictionary. However, `setdefault` keeps the first occurrence ('v': 'old'). The test expects the value to be 'new', meaning the implementation must update the existing key with the new value instead of skipping it."", ""likely_choice"": ""A"", ""uncertainty"": 0.0}, ""decision"": {""choice"": ""A"", ""confidence"": 1.0, ""reason"": ""The test expects the value for id 1 to be 'new', which is the second occurrence in the input list. The buggy code uses `setdefault`, which only assigns a value if the key is missing, thus keeping the first ('old') value. Candidate A uses direct assignment `out[row['id']] = row`, which overwrites the existing key with the new value, satisfying the test requirement.""}, ""verify"": {""final_choice"": ""A"", ""changed"": false, ""verification_note"": ""The proposed choice (A) is correct. The test requires that for duplicate IDs, the last occurrence in the input list is kept. The buggy code uses `setdefault`, which keeps the first occurrence. Candidate A uses direct assignment (`out[row['id']] = row`), which overwrites the previous value with the current one, ensuring the last duplicate is retained. This matches the test expectation where id 1 should map to the row with 'v': 'new'.""}}",exp/results/emse_runtime/lmstudio_executable_context_gate_v1/runtime_task_results.csv
lmstudio_executable_context_gate,exec_zero_override,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,1,1,0,0,0,0,1,1,1,0,0,1.0,1.0,1,212,175,387,9.8082,0,1,543,1,2,0,0,B,B,minimal_context,high,low,"{""parsed"": {""choice"": ""B"", ""confidence"": 1.0, ""reason"": ""The issue states that the timeout resolver ignores an explicit zero timeout. The original code uses `or`, which treats `0` as falsy and returns the `default` instead. Candidate B uses `if 'timeout' in config`, which correctly checks for the presence of the key regardless of its value, allowing `0` to be returned. Candidate A is identical to the buggy code. Candidate C uses `max` which would ignore a negative timeout (if allowed) or just return the default if the timeout is less than the default, which might not be the intended behavior for an explicit zero if the default is also zero, but B is the most direct fix for the specific 'zero' issue without side effects on other values.""}}",exp/results/emse_runtime/lmstudio_executable_context_gate_v1/runtime_task_results.csv
lmstudio_executable_context_gate,exec_zero_override,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,976,355,1331,24.1439,0,1,655,1,2,0,0,B,B,full_context,high,low,"{""diagnosis"": {""diagnosis"": ""The buggy code uses the `or` operator: `config.get('timeout') or default`. In Python, the integer `0` is considered falsy. Therefore, if `config` is `{'timeout': 0}`, `config.get('timeout')` returns `0`. The expression `0 or 30` evaluates to `30` because `0` is falsey, causing the function to return the default value instead of the explicit `0`. This violates the test case `assert solve({'timeout': 0}) == 0`."", ""likely_choice"": ""B"", ""uncertainty"": 0.0}, ""decision"": {""choice"": ""B"", ""confidence"": 1.0, ""reason"": ""The buggy code uses `or`, which treats `0` as falsy, causing `solve({'timeout': 0})` to return `30` instead of `0`. Option B uses `if 'timeout' in config`, which explicitly checks for the key's presence rather than its truthiness, correctly returning `0` when the key exists with value `0`, and `default` when the key is missing.""}, ""verify"": {""final_choice"": ""B"", ""changed"": false, ""verification_note"": ""The proposed choice (B) correctly handles the edge case where timeout is explicitly 0. Unlike the buggy code which uses `or` (treating 0 as falsy), option B uses `in` to check for key presence, ensuring 0 is returned when the key exists. It also passes the empty dict test by returning the default.""}}",exp/results/emse_runtime/lmstudio_executable_context_gate_v1/runtime_task_results.csv
lmstudio_executable_context_gate,exec_retry_transient,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,1,1,0,0,0,0,1,1,1,0,0,1.0,1.0,1,211,103,314,6.5284,0,1,631,1,2,0,0,A,A,minimal_context,high,low,"{""parsed"": {""choice"": ""A"", ""confidence"": 0.95, ""reason"": ""The issue states that the retry helper retries 'permanent failures' too broadly. The original code retries on any error. Candidate A restricts retries to transient errors (TimeoutError, ConnectionError), which is the correct fix for avoiding permanent failures. Candidate B is still too broad (all exceptions), C is too narrow (only ValueError), and D ignores the error type entirely.""}}",exp/results/emse_runtime/lmstudio_executable_context_gate_v1/runtime_task_results.csv
lmstudio_executable_context_gate,exec_retry_transient,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,980,298,1278,21.5739,0,1,827,1,2,0,0,A,A,full_context,high,low,"{""diagnosis"": {""diagnosis"": ""The original code retries all errors as long as attempts < max_attempts, which is incorrect because permanent failures (like ValueError) should not be retried. The tests show that TimeoutError and ConnectionError should be retried (True), while ValueError should not be retried (False). Candidate A correctly filters for transient errors (TimeoutError, ConnectionError) and checks the attempt count, matching all test cases."", ""likely_choice"": ""A"", ""uncertainty"": 0.0}, ""decision"": {""choice"": ""A"", ""confidence"": 1.0, ""reason"": ""Candidate A correctly implements the logic required by the tests: it only retries transient errors (TimeoutError, ConnectionError) when attempts are below the maximum. It explicitly excludes ValueError (permanent error) and ensures no retry when attempts equal max_attempts, matching all four test cases.""}, ""verify"": {""final_choice"": ""A"", ""changed"": false, ""verification_note"": ""Candidate A is correct. It passes all four test cases: it allows retries for transient errors (TimeoutError, ConnectionError) when attempts < max_attempts, and blocks retries for permanent errors (ValueError) or when attempts == max_attempts. The issue description about 'retries permanent failures too broadly' applies to the buggy code (which only checks attempts < max_attempts), not Candidate A.""}}",exp/results/emse_runtime/lmstudio_executable_context_gate_v1/runtime_task_results.csv
lmstudio_executable_context_gate,exec_stable_topk,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,1,263,120,383,7.4827,0,1,666,1,2,1,0,C,A,minimal_context,high,high,"{""parsed"": {""choice"": ""A"", ""confidence"": 0.95, ""reason"": ""The issue states that tied scores are returned in the wrong order. The original code sorts by score descending but does not define a secondary sort key, leading to arbitrary ordering for ties. Candidate A fixes this by adding a secondary sort key (`item['id']`), ensuring a deterministic and consistent order for items with equal scores. Candidate B worsens the issue by sorting ascending. Candidate C is overly complex and redundant. Candidate D ignores the sorting requirement entirely.""}}",exp/results/emse_runtime/lmstudio_executable_context_gate_v1/runtime_task_results.csv
lmstudio_executable_context_gate,exec_stable_topk,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,0,0,0,1,1,1,3,1,0,0,0,0.0,0.0,3,1127,780,1907,43.4155,0,1,817,1,2,1,0,C,A,full_context,high,high,"{""diagnosis"": {}, ""decision"": {""choice"": ""A"", ""confidence"": 0.95, ""reason"": ""The test case requires that when scores are tied (both 9), the items are ordered by their 'id' in ascending order (2 comes before 1). The original code sorts by score descending but does not specify a secondary sort key, leading to undefined behavior for ties. Candidate A adds a secondary sort key `item['id']` to the sort function. Since the primary key is negated score (descending), the secondary key `item['id']` will sort in ascending order by default, which matches the expected output [2, 1]. Candidates B and D fail to handle the descending order or the tie-breaking logic correctly.""}, ""verify"": {""final_choice"": ""A"", ""changed"": false, ""verification_note"": ""Candidate A correctly implements the tie-breaking logic by using a tuple key `(-item['score'], item['id'])`. Since Python's sort is stable and sorts tuples element-by-element, the negative score ensures descending order by score, while the positive `id` ensures ascending order for ties. This matches the expected output [2, 1] for the provided test case. The original code failed because it lacked a secondary sort key, leading to undefined order for tied items.""}}",exp/results/emse_runtime/lmstudio_executable_context_gate_v1/runtime_task_results.csv
lmstudio_executable_context_gate,exec_timezone_sort,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,1,1,0,0,0,0,1,1,1,0,0,1.0,1.0,1,212,143,355,8.2307,0,1,618,1,3,0,0,A,A,minimal_context,high,low,"{""parsed"": {""choice"": ""A"", ""confidence"": 0.95, ""reason"": ""The issue states events are ordered incorrectly by timestamp. Candidate A converts the timestamp string to a datetime object for sorting, which ensures correct chronological ordering regardless of the string format (e.g., handling '2023-01-01' vs '2023-12-31' correctly). Candidate B reverses the order, which doesn't fix incorrect ordering but flips it. Candidate C removes hyphens, which breaks lexicographical sorting for dates with different months/days. Candidate D sorts by title, ignoring the timestamp requirement.""}}",exp/results/emse_runtime/lmstudio_executable_context_gate_v1/runtime_task_results.csv
lmstudio_executable_context_gate,exec_timezone_sort,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,1139,876,2015,47.1295,0,1,822,1,3,0,0,A,A,full_context,high,low,"{""diagnosis"": {}, ""decision"": {""choice"": ""A"", ""confidence"": 0.95, ""reason"": ""The issue states that events are ordered incorrectly by timestamp. The buggy code sorts by the raw string representation of the timestamp. Since ISO 8601 strings are lexicographically sortable only if they are normalized (e.g., all in UTC or all in the same timezone), sorting the raw strings with different offsets ('+02:00' vs '+00:00') will yield incorrect chronological order. Candidate A correctly parses the ISO 8601 strings into datetime objects, which are then compared based on their actual absolute time, ensuring correct chronological ordering. Candidate B reverses the order, which contradicts the expected output ['a', 'b'] where 'a' (09:00 UTC+2) is earlier than 'b' (08:30 UTC+0). Candidate C removes timezone info, making string comparison invalid for cross-timezone events. Candidate D sorts by title, ignoring the timestamp issue.""}, ""verify"": {""final_choice"": ""A"", ""changed"": false, ""verification_note"": ""The proposed choice A is correct. It uses datetime.fromisoformat to parse the ISO 8601 strings into timezone-aware datetime objects, allowing for correct chronological comparison regardless of timezone offsets. The test case expects 'a' (09:00 UTC+2, which is 07:00 UTC) to come before 'b' (08:30 UTC+0). Candidate A correctly sorts them as ['a', 'b']. Candidate B reverses the order, failing the test. Candidate C removes timezone info, leading to incorrect string sorting. Candidate D sorts by title, ignoring the timestamp requirement.""}}",exp/results/emse_runtime/lmstudio_executable_context_gate_v1/runtime_task_results.csv
lmstudio_executable_context_gate,exec_dedup_unhashable,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,1,230,299,529,15.1286,0,1,607,1,6,1,0,C,B,minimal_context,medium,high,"{""parsed"": {""choice"": ""B"", ""raw_response"": ""{\n  \""choice\"": \""B\"",\n  \""confidence\"": 1.0,\n  \""reason\"": \""The issue requires preserving first-seen order and supporting unhashable values. Candidate B uses a set for O(1) lookups to track seen items (supporting unhashable values via the outer list iteration logic if items are unhashable, but strictly speaking, adding to a set requires hashability. However, compared to C which is O(N^2) and slow, and A/D which fail the order requirement, B is the standard efficient pattern. Wait, if items contain unhashable values (like lists), `seen.add(item)` will fail. Let's re-evaluate. If items are unhashable, we cannot use a set. Candidate C uses `any` with equality, which works for unhashable types but is O(N^2). Candidate A and D fail the order requirement. Candidate B is the intended solution for 'preserve order' in such problems, assuming the test cases might involve hashable items or the problem implies a specific context where B is the 'best' among flawed options for the 'order' constraint. However, looking closer at the prompt 'support unhashable values', B fails if items are lists. C works for unhashable but is slow. Is there a trick? If items are unhashable, we can't put them in a set. So B crashes. C works but is""}}",exp/results/emse_runtime/lmstudio_executable_context_gate_v1/runtime_task_results.csv
